subject	rt	evidence_type	evidence	item	response	slide_number_in_experiment	screenW	screenH	OS	Browser	language	enjoyment	gender	age	comments	asses	time_in_minutes
9	24059	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	vermutlich	12	1280	1024	Windows	Firefox	Deutsch	0	Male	27		Yes	5.1191
9	20103	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	13	1280	1024	Windows	Firefox	Deutsch	0	Male	27		Yes	5.1191
9	14615	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	14	1280	1024	Windows	Firefox	Deutsch	0	Male	27		Yes	5.1191
10	27043	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	3	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	17526	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	4	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	8560	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	5	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	9527	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	wohl	6	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	10914	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	7	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	8101	evidence2	Sie hören einen Hund bellen	hund	vermutlich	8	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	10030	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	9	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	8762	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	vermutlich	10	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	7661	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	11	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	7441	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	vermutlich	12	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	5796	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	13	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
10	7275	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	14	1920	1080	Windows	Chrome	deutsch	1	Male	30		Yes	2.5443
11	21145	evidence2	Sie hören einen Hund bellen	hund	bare	3	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	10674	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	bare	4	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	15264	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	wohl	5	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	5946	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	6	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	14296	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	bare	7	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	21603	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	8	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	13793	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	9	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	14211	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	wohl	10	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	13369	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	wohl	11	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	8556	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	12	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	10727	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	13	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
11	11690	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	14	1920	1080	Windows	Chrome	Deutsch	2	Male	32		Yes	3.41088333333
12	31539	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	3	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	21980	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	4	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	21425	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	5	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	19124	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	6	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	13681	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	7	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	23373	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	8	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	16303	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	vermutlich	9	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	21385	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	muss	10	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	17396	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	muss	11	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	22293	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	wohl	12	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	19143	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	muss	13	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
12	18809	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	muss	14	1138	640	Windows	Mozilla	Deutsch	2	Female	71		Yes	5.76995
13	17811	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	3	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	10957	evidence1	Sie schauen aus dem Fenster und sehen Struppi, den Hund der Nachbarn, wie er am Zaun steht und bellt	hund	bare	4	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	12121	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	muss	5	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	21279	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	6	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	10525	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	vermutlich	7	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	8156	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	wohl	8	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	9408	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	muss	9	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	3877	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	10	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	11539	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	11	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	20004	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	12	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	16034	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	13	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
13	5208	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	14	1920	1080	Windows	Firefox		-1	Male	18		Confused	2.60608333333
14	30689	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	wohl	3	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	12444	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	wohl	4	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	6061	evidence5	Sie haben Hunger	abendessen	vermutlich	5	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	5763	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	vermutlich	6	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	2982	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	muss	7	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	3502	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	wohl	8	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	6000	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	9	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	4248	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	vermutlich	10	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	2935	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	11	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	2510	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	wohl	12	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	2792	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	13	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
14	2278	evidence2	Sie hören einen Hund bellen	hund	muss	14	1024	768	Windows	Firefox	Deutsch	1	Male	35		Confused	1.75265
15	10383	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	wohl	3	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	5808	evidence5	Sie sehen, dass die Tasse nicht isoliert ist	kaffee	bare	4	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	17163	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	muss	5	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	18953	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	bare	6	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	13941	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	vermutlich	7	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	5159	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	muss	8	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	5546	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	muss	9	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	8739	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	wohl	10	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	2538	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	vermutlich	11	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	6215	evidence2	Sie hören einen Hund bellen	hund	bare	12	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	7659	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	muss	13	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
15	5498	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	muss	14	1280	1024	Windows	Chrome	deutsch	2	Male	46		Yes	2.62208333333
16	35838	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	wohl	3	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	18920	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	4	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	17724	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	vermutlich	5	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	7062	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	vermutlich	6	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	19509	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	7	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	16067	evidence3	Sie sahen, wie jemand mit nassen Haaren und durchnässten Kleidern von draußen hereinkam	regen	bare	8	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	15873	evidence5	Sie wissen, dass sich die Nachbarn gerade einen Hund angeschafft haben	hund	vermutlich	9	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	7647	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	10	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	17931	evidence5	Sie haben Hunger	abendessen	wohl	11	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	12767	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	muss	12	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	9405	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	muss	13	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
16	7705	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	14	1920	1080	Windows	Chrome	Deutsch	2	Male	20		Confused	3.48688333333
17	77293	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	muss	3	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	26890	evidence5	Sie haben Hunger	abendessen	wohl	4	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	20136	evidence2	Sie berühren die Kaffeetasse und stellen fest, dass sie kalt ist	kaffee	bare	5	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	12379	evidence2	Sie hören einen Hund bellen	hund	bare	6	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	8775	evidence1	Sie haben gerade das Abendessen zubereitet und auf den Tisch gestellt	abendessen	bare	7	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	33595	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	bare	8	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	15487	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	bare	9	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	39817	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	10	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	14483	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	vermutlich	11	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	9095	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	bare	12	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	28654	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	13	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
17	20527	evidence2	Sie konnten hören, wie Wasser auf das Dach prasselte	regen	muss	14	1440	900	Windows	Firefox	deutsch	2	Female	46		Yes	5.55901666667
18	53065	evidence2	Sie hören einen Hund bellen	hund	bare	3	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	45242	evidence3	Sie wissen, dass das Abendessen normalerweise um 18 Uhr fertig ist. Ein Blick auf die Uhr zeigt, dass es gerade 18 Uhr ist	abendessen	muss	4	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	16690	evidence1	Sie sahen aus dem Fenster und beobachteten, wie Regentropfen vom Himmel fielen	regen	bare	5	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	55286	evidence5	Sie haben am Vormittag dunkle Wolken am Himmel gesehen	regen	wohl	6	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	61992	evidence3	Sie haben Kopfhörer auf und hören Musik, sehen aber aus dem Fenster und beobachten, wie der Postbote vor der Nachbarstür einen Satz nach hinten macht	hund	vermutlich	7	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	29633	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	bare	8	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	25701	evidence3	Sie wissen, dass der Kaffee seit einer Stunde auf dem Tisch steht	kaffee	wohl	9	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	25003	evidence4	Sie sehen, dass aus dem Kaffee kein Dampf aufsteigt	kaffee	wohl	10	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	25418	evidence4	Sie haben im Internet den Wetterbericht gelesen, in dem stand, dass es regnen würde	regen	wohl	11	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	13413	evidence1	Sie trinken einen Schluck Kaffee und stellen fest, dass er kalt ist	kaffee	bare	12	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	22832	evidence4	Sie haben Kopfhörer auf und hören Musik, wissen aber, dass der Hund der Nachbarn oft bellt	hund	muss	13	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
18	17888	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	14	1024	768	Windows	Chrome	Deutsch	2	Male	47		Yes	8.07121666667
19	32166	evidence2	Ihr/e Mann/Frau hat gesagt, dass das Abendessen fertig sei	abendessen	bare	3	1536	864	Windows	Firefox		1	Male	60		Yes	4.44126666667
19	24068	evidence4	Sie vernehmen den Geruch von Essen, der aus dem Esszimmer kommt	abendessen	muss	4	1536	864	Windows	Firefox		1	Male	60		Yes	4.44126666667
19	21589	evidence2	Sie hören einen Hund bellen	hund	bare	5	1536	864	Windows	Firefox		1	Male	60		Yes	4.44126666667
